Origem - Cidade,Destino - Cidade,Distance (GCD),Latitude_Origin,Longitude_Origin,Latitude_Destination,Longitude_Destination
Recife,São Roque,2159.742641,-8.058493,-34.884819,-23.530484,-47.135547
Toledo,Campinas,8282.749554,39.855891,-4.024265,-22.905639,-47.059564
Macapá,Teresina,1079.278688,0.040153,-51.056959,-5.087461,-42.804957
Hyderabad,João Pessoa,12716.177563,17.360589,78.474061,-7.121598,-34.882028
João Pessoa,Hyderabad,12716.177563,-7.121598,-34.882028,17.360589,78.474061
Ji-Paraná,Belém,1818.692499,-10.877815,-61.927785,-1.45056,-48.468245
Cali,Belém,3171.024644,3.410844,-76.581213,-1.45056,-48.468245
Belém,Bogotá,2925.634017,-1.45056,-48.468245,4.653382,-74.083633
Rio de Janeiro,Parintins,2684.653419,-22.911014,-43.209373,-2.634457,-56.731932
Columbus - Geórgia,Curitiba,7467.481619,32.461071,-84.988045,-25.429596,-49.271272
Washington,Cascavel,7511.795699,38.895098,-77.036385,-24.9555,-53.456054
Navegantes,Sinop,11462.133377,-26.889881,-48.649583,41.647638,34.956014
Londrina,Foz do Iguaçu,418.420346,-23.476127,-51.117901,-25.530402,-54.583069
Foz do Iguaçu,Londrina,418.420346,-25.530402,-54.583069,-23.476127,-51.117901
Telavive,Belém,1529.941195,-14.419068,-53.120019,-1.45056,-48.468245
Belém,Telavive,1529.941195,-1.45056,-48.468245,-14.419068,-53.120019
Ottawa,Miami,2221.298295,45.420878,-75.690111,25.774157,-80.193597
Miami,Paramaribo,3463.000908,25.774157,-80.193597,5.824176,-55.166281
Santarém,Ilhéus,6783.764008,39.236364,-8.686708,-14.792599,-39.045384
Ilhéus,Marabá,1520.57242,-14.792599,-39.045384,-5.346282,-49.10074
Navegantes,Joinville,9936.885837,-26.889881,-48.649583,48.443325,5.137754
Brusque,Navegantes,9451.161679,43.767606,2.949013,-26.889881,-48.649583
Passo Fundo,Uberlândia,1119.544551,-28.25506,-52.396661,-18.918804,-48.276784
Confins,Marabá,1681.587935,-19.627875,-43.991231,-5.346282,-49.10074
Marabá,Confins,1681.587935,-5.346282,-49.10074,-19.627875,-43.991231
San José,Curitiba,5446.240933,9.932771,-84.079614,-25.429596,-49.271272
Curitiba,San José,5446.240933,-25.429596,-49.271272,9.932771,-84.079614
Porto Velho,Feijó,715.700089,-8.749452,-63.873544,-8.164865,-70.353958
Feijó,Vilhena,1226.16379,-8.164865,-70.353958,-12.736854,-60.146556
Lima,Cuzco,571.637519,-12.045981,-77.030591,-13.516954,-71.979271
Cuzco,Lima,571.637519,-13.516954,-71.979271,-12.045981,-77.030591
Foz do Iguaçu,Uruguaiana,530.612253,-25.530402,-54.583069,-29.756073,-57.086755
San José,Quito,1286.079463,9.932771,-84.079614,-0.220164,-78.512327
Quito,San José,1286.079463,-0.220164,-78.512327,9.932771,-84.079614
Navegantes,Balneário Camboriú,11.508381,-26.889881,-48.649583,-26.99244,-48.633978
Balneário Camboriú,Navegantes,11.508381,-26.99244,-48.633978,-26.889881,-48.649583
Abu Dabi,Moscou,3726.493296,24.453835,54.377401,55.625578,37.606392
Vitória,Marília,13297.140132,-36.59861,144.678005,-22.2172,-49.950006
Marília,Vitória,13297.140132,-22.2172,-49.950006,-36.59861,144.678005
Daejeon,Seul,140.061178,36.349701,127.384902,37.566679,126.978291
Marabá,Montevidéu,3366.644526,-5.346282,-49.10074,-34.905892,-56.19131
Montevidéu,Marabá,3366.644526,-34.905892,-56.19131,-5.346282,-49.10074
Goiânia,Cascavel,1018.282313,-16.680882,-49.253269,-24.9555,-53.456054
Cascavel,Goiânia,1018.282313,-24.9555,-53.456054,-16.680882,-49.253269
Madri,Amsterdam,6929.274251,25.049132,81.377551,52.37308,4.892453
Rio Branco,Porto Velho,454.176681,-9.976536,-67.822078,-8.749452,-63.873544
Paris,Pristina,1610.238187,48.85889,2.320041,42.663877,21.164085
Pristina,Paris,1610.238187,42.663877,21.164085,48.85889,2.320041
Cidade de Ho Chi Minh,Hanói,1143.972872,10.773726,106.716601,21.028333,105.854041
Hanói,Cidade de Ho Chi Minh,1143.972872,21.028333,105.854041,10.773726,106.716601
Santarém,Sinop,3663.531874,39.236364,-8.686708,41.647638,34.956014
Sinop,Jacareacanga,10691.70012,41.647638,34.956014,-6.219652,-57.758625
Jacareacanga,Sinop,10691.70012,-6.219652,-57.758625,41.647638,34.956014
Jijoca de Jericoacoara,Maringá,2595.584714,-2.898628,-40.450608,-23.425269,-51.938208
Maringá,Jijoca de Jericoacoara,2595.584714,-23.425269,-51.938208,-2.898628,-40.450608
Campo Grande,Navegantes,937.593475,-20.464017,-54.616295,-26.889881,-48.649583
Navegantes,Ponta Porã,863.275018,-26.889881,-48.649583,-22.528692,-55.723426
Seul,Goiânia,17663.528415,37.566679,126.978291,-16.680882,-49.253269
Goiânia,Seul,17663.528415,-16.680882,-49.253269,37.566679,126.978291
Governador Valadares,Maceió,1222.893725,-18.857416,-41.943928,-9.647684,-35.733926
Brasília,Cidade do Cabo,7678.075203,-10.333333,-53.2,-33.92883,18.41722
Campo Grande,Casablanca,7805.294081,-20.464017,-54.616295,33.594514,-7.620028
Marabá,Sinop,9911.232162,-5.346282,-49.10074,41.647638,34.956014
Wellington,Auckland,493.340049,-41.288795,174.777211,-36.852095,174.76318
Buenos Aires,Georgetown,4604.965752,-34.609558,-58.38879,6.803256,-58.14554
Ilhéus,Juazeiro do Norte,843.066392,-14.792599,-39.045384,-7.215345,-39.315334
Juazeiro do Norte,Ilhéus,843.066392,-7.215345,-39.315334,-14.792599,-39.045384
Frankfurt,Porto,1666.854056,50.110644,8.682092,41.15022,-8.61035
Londres,Guarulhos,9484.315771,51.507446,-0.127765,-23.467594,-46.52777
Santo Ângelo,Foz do Iguaçu,309.560384,-28.300048,-54.266997,-25.530402,-54.583069
Knoxville,Washington,689.693785,35.960395,-83.921026,38.895098,-77.036385
Brasília,Knoxville,6071.772826,-10.333333,-53.2,35.960395,-83.921026
Lima,Cajamarca,674.158691,-12.045981,-77.030591,-6.25,-78.833333
Cajamarca,Lima,674.158691,-6.25,-78.833333,-12.045981,-77.030591
Sinop,Juiz de Fora,10682.283559,41.647638,34.956014,-21.760953,-43.350113
Juazeiro do Norte,Macapá,1531.830468,-7.215345,-39.315334,0.040153,-51.056959
Santarém,São Luís,5898.427021,39.236364,-8.686708,-2.529526,-44.296394
Florença,Belo Horizonte,9037.091485,43.769796,11.25564,-19.922732,-43.945095
Seul,Daegu,237.642541,37.566679,126.978291,35.8713,128.6018
Daegu,Seul,237.642541,35.8713,128.6018,37.566679,126.978291
Governador Valadares,Montes Claros,310.570021,-18.857416,-41.943928,-16.749573,-43.868727
Antananarivo,Guarulhos,9575.766464,-18.910012,47.525581,-23.467594,-46.52777
Guarulhos,Antananarivo,9575.766464,-23.467594,-46.52777,-18.910012,47.525581
Calgary,Recife,9957.077313,51.045606,-114.057541,-8.058493,-34.884819
Recife,Calgary,9957.077313,-8.058493,-34.884819,51.045606,-114.057541
Porto Seguro,Santarém,6949.095615,-16.443473,-39.064251,39.236364,-8.686708
Santarém,Porto Seguro,6949.095615,39.236364,-8.686708,-16.443473,-39.064251
Natal,Taubaté,2213.734343,-5.805398,-35.20809,-23.031448,-45.561279
Taubaté,Natal,2213.734343,-23.031448,-45.561279,-5.805398,-35.20809
Medellín,Brasília,3092.264059,6.269732,-75.60256,-10.333333,-53.2
Brasília,Medellín,3092.264059,-10.333333,-53.2,6.269732,-75.60256
Zurique,Porto Alegre,10473.639476,47.374449,8.541042,-30.0325,-51.230377
Riad,Recife,9541.943434,24.638916,46.71601,-8.058493,-34.884819
Pádua,Vitória,16001.474142,45.391408,11.805849,-36.59861,144.678005
Vitória,Pádua,16001.474142,-36.59861,144.678005,45.391408,11.805849
Istambul,Baku,1755.708671,41.006381,28.975872,40.375588,49.832801
Vilhena,Rio de Janeiro,2116.877394,-12.736854,-60.146556,-22.911014,-43.209373
Osaka,Brasília,17165.935152,34.693757,135.501454,-10.333333,-53.2
Doha,Fortaleza,10191.395966,25.310881,51.508181,-3.793217,-38.528036
Fortaleza,Doha,10191.395966,-3.793217,-38.528036,25.310881,51.508181
Madri,Abu Dabi,2722.749339,25.049132,81.377551,24.453835,54.377401
Boa Vista,Montevidéu,4221.018168,2.820848,-60.671958,-34.905892,-56.19131
Montevidéu,Boa Vista,4221.018168,-34.905892,-56.19131,2.820848,-60.671958
Alta Floresta,Natal,2342.810464,-9.869855,-56.083499,-5.805398,-35.20809
Natal,Alta Floresta,2342.810464,-5.805398,-35.20809,-9.869855,-56.083499
Oklahoma,São Paulo,8413.381515,34.955082,-97.268406,-23.550651,-46.633382
São Paulo,Oklahoma,8413.381515,-23.550651,-46.633382,34.955082,-97.268406
Teerã,Amã,1486.058586,35.689252,51.3896,31.951569,35.923962
Manama,Teerã,1055.341633,26.223504,50.582244,35.689252,51.3896
Lilongue,Brasília,9408.762005,-13.987511,33.768144,-10.333333,-53.2
Salima,Lilongue,77.970701,-13.762898,34.45237,-13.987511,33.768144
Brasília,Lilongue,9408.762005,-10.333333,-53.2,-13.987511,33.768144
Florianópolis,Uruguaiana,866.491295,-27.5973,-48.54961,-29.756073,-57.086755
Uruguaiana,Florianópolis,866.491295,-29.756073,-57.086755,-27.5973,-48.54961
Washington,Lima,5664.389575,38.895098,-77.036385,-12.045981,-77.030591
Casablanca,Lusaca,6646.924161,33.594514,-7.620028,-15.41634,28.281841
Rio de Janeiro,Amã,10381.58546,-22.911014,-43.209373,31.951569,35.923962
Tóquio,Nova York,10847.318224,35.67686,139.763895,40.712728,-74.006015
Cairo,Assunção,11279.817741,30.044388,31.235726,-25.280046,-57.634381
Lisboa,Praia,2996.477685,38.707751,-9.136592,14.916281,-23.50951
Boa Vista,Picos,2398.844907,2.820848,-60.671958,-7.082354,-41.468505
São Paulo,Newark - New Jersey,7694.245287,-23.550651,-46.633382,40.735657,-74.172367
Barcelona,Beirute,3029.730344,41.38258,2.177073,33.889226,35.502558
Boston,Varsóvia,6551.042424,42.358834,-71.05783,52.231958,21.006725
Washington,Ottawa,734.038398,38.895098,-77.036385,45.420878,-75.690111
Boa Vista,Jaboatão dos Guararapes,3103.867113,2.820848,-60.671958,-8.175248,-34.946872
Viena,Johannesburg,8356.0954,48.208354,16.372504,-26.205,28.049722
Washington,Cidade do Panamá,3031.40911,38.895098,-77.036385,19.462325,-99.177242
Colombo,Lisboa,9438.544744,6.938861,79.8542,38.707751,-9.136592
Madri,São Luís,13691.070577,25.049132,81.377551,-2.529526,-44.296394
Erechim,Porto Alegre,285.297713,-27.635071,-52.273865,-30.0325,-51.230377
Brasília,San Jose,8883.844853,-10.333333,-53.2,37.336166,-121.890591
Beirute,Nova York,9025.261216,33.889226,35.502558,40.712728,-74.006015
Nova York,Beirute,9025.261216,40.712728,-74.006015,33.889226,35.502558
Uberlândia,Barcelona,8479.344424,-18.918804,-48.276784,41.38258,2.177073
Barcelona,Uberlândia,8479.344424,41.38258,2.177073,-18.918804,-48.276784
Rio de Janeiro,Santo Ângelo,1259.471016,-22.911014,-43.209373,-28.300048,-54.266997
Ribeirão Preto,Boa Vista,3013.719974,-21.177632,-47.810098,2.820848,-60.671958
Havana,São Paulo,6468.467627,23.135305,-82.358963,-23.550651,-46.633382
Porto de Moz,Belém,420.065424,-1.750209,-52.235556,-1.45056,-48.468245
Belém,Porto de Moz,420.065424,-1.45056,-48.468245,-1.750209,-52.235556
San Diego Califórnia,Los Angeles,179.252821,32.71742,-117.162772,34.053691,-118.242766
Goiânia,Lisboa,7440.279237,-16.680882,-49.253269,38.707751,-9.136592
Palmas,Lagoa da Confusão,156.125581,-10.183785,-48.333642,-10.788304,-49.622443
Lagoa da Confusão,Brasília,394.323204,-10.788304,-49.622443,-10.333333,-53.2
São Paulo,Hamburgo,10146.838919,-23.550651,-46.633382,53.550172,10.001316
Munique,São Paulo,9850.011233,48.137108,11.575382,-23.550651,-46.633382
Johannesburg,Túnis,6961.292294,-26.205,28.049722,33.843941,9.400138
Belo Horizonte,Santiago,5477.193035,-19.922732,-43.945095,9.869479,-83.798075
Santiago,Belo Horizonte,5477.193035,9.869479,-83.798075,-19.922732,-43.945095
Paris,Pequim,8217.537719,48.85889,2.320041,39.905714,116.391297
Lima,Luanda,9832.987089,-12.045981,-77.030591,-8.82727,13.243951
Três Lagoas,Porto Velho,1869.499498,-20.78668,-51.706125,-8.749452,-63.873544
Três Lagoas,Natal,2437.203653,-20.78668,-51.706125,-5.805398,-35.20809
Natal,Três Lagoas,2437.203653,-5.805398,-35.20809,-20.78668,-51.706125
Cidade do México,Veracruz,260.727956,19.320772,-99.151468,19.333333,-96.666667
Veracruz,Cidade do México,260.727956,19.333333,-96.666667,19.320772,-99.151468
Washington,Toronto,564.241013,38.895098,-77.036385,43.653482,-79.383935
Toronto,Washington,564.241013,43.653482,-79.383935,38.895098,-77.036385
Piura,São Paulo,4156.949432,-5.0,-80.333333,-23.550651,-46.633382
São Paulo,Piura,4156.949432,-23.550651,-46.633382,-5.0,-80.333333
Porangatu,Brasília,560.86101,-13.444663,-49.142357,-10.333333,-53.2
Lagoa da Confusão,Porangatu,299.948673,-10.788304,-49.622443,-13.444663,-49.142357
Piura,Londrina,3744.214521,-5.0,-80.333333,-23.476127,-51.117901
Londrina,Piura,3744.214521,-23.476127,-51.117901,-5.0,-80.333333
Lisboa,Salvador,8175.19804,38.707751,-9.136592,13.800038,-88.914068
São Gonçalo do Amarante,Fortaleza,52.974624,-3.609976,-38.968718,-3.793217,-38.528036
Fortaleza,São Gonçalo do Amarante,52.974624,-3.793217,-38.528036,-3.609976,-38.968718
Ilhéus,Foz do Iguaçu,2010.777006,-14.792599,-39.045384,-25.530402,-54.583069
Foz do Iguaçu,Ilhéus,2010.777006,-25.530402,-54.583069,-14.792599,-39.045384
Guarulhos,Salt Lake City - Utah,9818.390057,-23.467594,-46.52777,40.75962,-111.886797
Timmins,Guarulhos,8717.169463,48.477473,-81.330414,-23.467594,-46.52777
Salt Lake City - Utah,Huntsville - Alabama,2314.149904,40.75962,-111.886797,34.729847,-86.585901
Huntsville - Alabama,Timmins,1588.903792,34.729847,-86.585901,48.477473,-81.330414
Florianópolis,Mendoza,2068.377509,-27.5973,-48.54961,-34.597032,-68.73048
Buenos Aires,Florianópolis,1217.645366,-34.609558,-58.38879,-27.5973,-48.54961
Mendoza,Buenos Aires,946.108454,-34.597032,-68.73048,-34.609558,-58.38879
Parnaíba,Rio de Janeiro,2228.913114,-2.914752,-41.766195,-22.911014,-43.209373
Pelotas,Natal,3392.674526,-31.769974,-52.341016,-5.805398,-35.20809
Lisboa,Abidjã,3748.255649,38.707751,-9.136592,5.320357,-4.016107
A Coruña,Campo Grande,8518.770546,43.346645,-8.412703,-20.464017,-54.616295
Campo Grande,A Coruña,8518.770546,-20.464017,-54.616295,43.346645,-8.412703
Rio de Janeiro,Tefé,3176.110685,-22.911014,-43.209373,-3.348528,-64.710228
Maringá,São Luís,2464.830522,-23.425269,-51.938208,-2.529526,-44.296394
São Luís,Maringá,2464.830522,-2.529526,-44.296394,-23.425269,-51.938208
Paris,Bogotá,8625.372889,48.85889,2.320041,4.653382,-74.083633
Confins,São Luís,1901.538781,-19.627875,-43.991231,-2.529526,-44.296394
São Luís,Confins,1901.538781,-2.529526,-44.296394,-19.627875,-43.991231
Jacksonville,Rio de Janeiro,7203.133793,30.326225,-81.657918,-22.911014,-43.209373
Rio de Janeiro,Jacksonville,7203.133793,-22.911014,-43.209373,30.326225,-81.657918
Salvador,Santa Maria,6127.519535,13.800038,-88.914068,-29.686051,-53.806921
Santa Maria,Salvador,6127.519535,-29.686051,-53.806921,13.800038,-88.914068
Uruguaiana,Uberaba,1444.83514,-29.756073,-57.086755,-19.750833,-47.936666
Uberaba,Uruguaiana,1444.83514,-19.750833,-47.936666,-29.756073,-57.086755
Libreville,Estocolmo,6594.085883,0.408652,9.441885,59.325117,18.071094
Campinas,Mossoró,2228.886165,-22.905639,-47.059564,-5.190433,-37.344387
Palmas,Bento Gonçalves,2136.563897,-10.183785,-48.333642,-29.165673,-51.520117
Bento Gonçalves,Palmas,2136.563897,-29.165673,-51.520117,-10.183785,-48.333642
Miami,Port of Spain,2585.161125,25.774157,-80.193597,10.657268,-61.518017
Tefé,Campinas,2887.820105,-3.348528,-64.710228,-22.905639,-47.059564
Confins,Ilhéus,751.545765,-19.627875,-43.991231,-14.792599,-39.045384
Guanambi,Confins,614.632878,-14.223066,-42.779943,-19.627875,-43.991231
Vitória da Conquista,Aracaju,598.644242,-14.856749,-40.84148,-10.916206,-37.077466
Aracaju,Vitória da Conquista,598.644242,-10.916206,-37.077466,-14.856749,-40.84148
Lisboa,Bruxelas,1713.521532,38.707751,-9.136592,50.846737,4.352493
Veneza,Brasília,8992.901336,45.404617,12.310523,-10.333333,-53.2
Cabo Frio,Belo Horizonte,370.894976,-22.737831,-42.024087,-19.922732,-43.945095
Belo Horizonte,Cabo Frio,370.894976,-19.922732,-43.945095,-22.737831,-42.024087
Abu Dabi,Miami,12596.567057,24.453835,54.377401,25.774157,-80.193597
Miami,Porto Príncipe,1139.509886,25.774157,-80.193597,18.547327,-72.339593
Brasília,Ponta Delgada - São Miguel - Açores,6063.686978,-10.333333,-53.2,37.743146,-25.701268
Ponta Delgada - São Miguel - Açores,Brasília,6063.686978,37.743146,-25.701268,-10.333333,-53.2
São Paulo,Ponta Delgada - São Miguel - Açores,7158.179371,-23.550651,-46.633382,37.743146,-25.701268
Ponta Delgada - São Miguel - Açores,Navegantes,7575.053213,37.743146,-25.701268,-26.889881,-48.649583
Ponta Delgada - São Miguel - Açores,Recife,5181.49714,37.743146,-25.701268,-8.058493,-34.884819
Recife,Ponta Delgada - São Miguel - Açores,5181.49714,-8.058493,-34.884819,37.743146,-25.701268
Fortaleza,Guarapuava,2771.020391,-3.793217,-38.528036,-25.395099,-51.462202
Guarapuava,Fortaleza,2771.020391,-25.395099,-51.462202,-3.793217,-38.528036
Bogotá,Lisboa,7523.560838,4.653382,-74.083633,38.707751,-9.136592
Sinop,Confins,10570.808305,41.647638,34.956014,-19.627875,-43.991231
Ipatinga,Goiânia,775.913816,-19.477781,-42.52708,-16.680882,-49.253269
Goiânia,Ipatinga,775.913816,-16.680882,-49.253269,-19.477781,-42.52708
Juazeiro do Norte,Parnaíba,549.84895,-7.215345,-39.315334,-2.914752,-41.766195
Parnaíba,Juazeiro do Norte,549.84895,-2.914752,-41.766195,-7.215345,-39.315334
Brasília,Gazipur,15703.630221,-10.333333,-53.2,22.411834,88.246799
Gazipur,Brasília,15703.630221,22.411834,88.246799,-10.333333,-53.2
Sinop,Gaúcha do Norte,10830.533033,41.647638,34.956014,-13.18136,-53.254395
Gaúcha do Norte,Sinop,10830.533033,-13.18136,-53.254395,41.647638,34.956014
Varsóvia,Tbilisi,2137.251571,52.231958,21.006725,41.693459,44.80145
Tbilisi,Varsóvia,2137.251571,41.693459,44.80145,52.231958,21.006725
São Raimundo Nonato,Teresina,436.90764,-9.014976,-42.688843,-5.087461,-42.804957
Teresina,São Raimundo Nonato,436.90764,-5.087461,-42.804957,-9.014976,-42.688843
Ness Ziona,Brasília,10426.512452,31.929558,34.799061,-10.333333,-53.2
Seul,Telavive,17441.171618,37.566679,126.978291,-14.419068,-53.120019
Bogotá,Doha,13267.993442,4.653382,-74.083633,25.310881,51.508181
Doha,Bogotá,13267.993442,25.310881,51.508181,4.653382,-74.083633
Foz do Iguaçu,Corumbá,791.630843,-25.530402,-54.583069,-19.000603,-57.650754
Cuiabá,Porto Alegre do Norte,712.927095,-15.598669,-56.09913,-10.879285,-51.639198
Porto Alegre do Norte,Cuiabá,712.927095,-10.879285,-51.639198,-15.598669,-56.09913
Roanoke - Virgínia,Campo Grande,6946.555568,37.270973,-79.941431,-20.464017,-54.616295
Campo Grande,Roanoke - Virgínia,6946.555568,-20.464017,-54.616295,37.270973,-79.941431
Correia Pinto,Porto Velho,2529.912296,-27.587688,-50.361448,-8.749452,-63.873544
Porto Velho,Correia Pinto,2529.912296,-8.749452,-63.873544,-27.587688,-50.361448
São Paulo,Zurique,9621.66265,-23.550651,-46.633382,47.374449,8.541042
São Luís,Corumbá,2337.920107,-2.529526,-44.296394,-19.000603,-57.650754
Navegantes,Jaraguá do Sul,61.559187,-26.889881,-48.649583,-26.489743,-49.077806
Brasília,Mangaratiba - Itacuruçá,1715.580656,-10.333333,-53.2,-22.941623,-43.894473
Mangaratiba - Itacuruçá,Rio de Janeiro,70.244383,-22.941623,-43.894473,-22.911014,-43.209373
Mangaratiba - Itacuruçá,Brasília,1715.580656,-22.941623,-43.894473,-10.333333,-53.2
Los Angeles,Hanói,12315.920094,34.053691,-118.242766,21.028333,105.854041
Tucson - Arizona,Brasília,7741.999553,32.222876,-110.974847,-10.333333,-53.2
Brasília,Tucson - Arizona,7741.999553,-10.333333,-53.2,32.222876,-110.974847
Brasília,Suffolk - Virgínia,5775.721074,-10.333333,-53.2,36.728134,-76.583468
Suffolk - Virgínia,Brasília,5775.721074,36.728134,-76.583468,-10.333333,-53.2
Guarulhos,Dublin,9380.184262,-23.467594,-46.52777,53.34938,-6.260559
Dublin,Guarulhos,9380.184262,53.34938,-6.260559,-23.467594,-46.52777
Vilhena,Aracaju,2518.021945,-12.736854,-60.146556,-10.916206,-37.077466
Madri,Paris,7161.580177,25.049132,81.377551,48.85889,2.320041
Belém,Georgetown,1412.692259,-1.45056,-48.468245,6.803256,-58.14554
Taipei,São Paulo,18807.918883,25.03752,121.56368,-23.550651,-46.633382
São Paulo,Taipei,18807.918883,-23.550651,-46.633382,25.03752,121.56368
Lages,Boa Vista,3582.228631,-27.816566,-50.325883,2.820848,-60.671958
Ponta Grossa,Florianópolis,321.760592,-25.089168,-50.160181,-27.5973,-48.54961
Queenstown,Wellington,647.251955,-45.032192,168.661,-41.288795,174.777211
Christchurch,Queenstown,357.738938,-43.530955,172.636434,-45.032192,168.661
Wellington,Christchurch,305.014571,-41.288795,174.777211,-43.530955,172.636434
Los Angeles,João Pessoa,9844.240753,34.053691,-118.242766,-7.121598,-34.882028
Faro,Amã,4023.688421,37.016294,-7.935182,31.951569,35.923962
Bento Gonçalves,Cuiabá,1579.839868,-29.165673,-51.520117,-15.598669,-56.09913
Lisboa,Bridgetown,5703.452444,38.707751,-9.136592,13.097783,-59.618418
São Paulo,Londres,9497.425213,-23.550651,-46.633382,51.507446,-0.127765
